Date,SP500,AA,BA,C
2/4/09,832.23,7.82,41.97,34.9
2/3/09,838.51,8.04,42.09,34.6
2/2/09,825.44,7.69,40.8,36.5
1/30/09,825.88,7.79,42.31,35.5
1/29/09,845.14,8.44,40.71,39
1/28/09,874.09,8.75,43.24,42.1
1/27/09,845.71,8.61,43.22,35.5
1/26/09,836.57,8.35,43.01,33.3
1/23/09,831.95,8.33,41.98,34.7
1/22/09,827.5,8.25,42.26,31.1
1/21/09,840.24,8.56,42.27,36.7
1/20/09,805.22,8.35,40.36,28
1/16/09,850.12,9.43,42.46,35
1/15/09,843.74,9.37,40.96,38.3
1/14/09,842.62,9.03,41.2,45.3
1/13/09,871.79,9.55,42.46,59
1/12/09,870.26,10.06,43.74,56
1/9/09,890.35,10.81,44.45,67.5
1/8/09,909.73,11.36,44.79,71.6
1/7/09,906.65,10.89,44.76,71.5
1/6/09,934.7,12.12,46.31,74.6
1/5/09,927.45,11.86,46.17,70.8
1/2/09,931.8,12.11,45.25,71.4
12/31/08,903.25,11.26,42.67,67.1
12/30/08,890.64,10.69,41.25,68
12/29/08,869.42,9.73,39.99,65.7
12/26/08,872.8,9.78,40.53,67.3
12/24/08,868.15,9.39,40.12,67.8
12/23/08,863.16,9.57,40.15,65.2
12/22/08,871.63,9.23,41.12,67.5
12/19/08,887.88,9.7,41.24,70.2
12/18/08,885.28,9.77,41.07,74.3
12/17/08,904.42,10.35,41.02,78.3
12/16/08,913.18,10.39,41.9,82.3
12/15/08,868.57,9.91,38.74,74
12/12/08,879.73,10.08,39.2,77
12/11/08,873.59,9.98,40.27,75.7
12/10/08,899.24,10.2,41.68,83
12/9/08,888.67,9.55,40.82,85.4
12/8/08,909.7,9.58,42.85,84.7
12/5/08,876.07,8.15,39.53,77.1
12/4/08,845.22,8.06,39.19,74
12/3/08,870.74,9.29,40.47,78.2
12/2/08,848.81,9.76,40.7,72.2
12/1/08,816.21,9.31,39.88,64.5
11/28/08,896.24,10.76,42.63,82.9
11/26/08,887.68,10.48,41.28,70.5
11/25/08,857.39,9.7,40.18,60.8
11/24/08,851.81,9.15,40.75,59.5
11/21/08,800.03,8.44,39.58,37.7
11/20/08,752.44,6.85,37.11,47.1
11/19/08,806.58,8.16,37.48,64
11/18/08,859.12,9.48,39.56,83.6
11/17/08,850.75,9.67,41.18,88.9
11/14/08,873.29,10.84,41.04,95.2
11/13/08,911.29,11.2,43.16,94.5
11/12/08,852.3,10.17,42.52,96.4
11/11/08,898.95,10.94,43.97,108
11/10/08,919.21,11.78,46.14,112.1
11/7/08,930.99,11.19,46.58,118.2
11/6/08,904.88,10.26,45.72,115.2
11/5/08,952.77,11.8,49.55,126.3
11/4/08,1005.75,12.47,53.62,146.8
11/3/08,966.3,11.88,52.85,139.9
10/31/08,968.75,11.5,52.42,136.5
10/30/08,954.09,11.45,50.7,131.1
10/29/08,930.09,11.15,49.8,129.1
10/28/08,940.51,10.78,48.91,134.1
10/27/08,848.92,9.04,42.36,117.3
10/24/08,876.77,9.41,45.24,121.4
10/23/08,908.11,9.99,46.52,131.1
10/22/08,896.78,10.52,42.91,133.2
10/21/08,955.05,12.15,46.4,141.8
10/20/08,985.4,12.41,46.71,150.9
10/17/08,940.55,11.8,44.55,148.8
10/16/08,946.43,12.21,44.79,159
10/15/08,907.84,11.33,42.33,162.3
10/14/08,998.01,12.99,45.07,186.2
10/13/08,1003.35,13.82,47.08,157.5
10/10/08,899.22,11.25,41.8,141.1
10/9/08,909.92,12.46,44.41,129.3
10/8/08,984.94,14.71,47.7,144
10/7/08,996.23,16.71,49.28,151.5
10/6/08,1056.89,18.11,51.29,174.1
10/3/08,1099.23,19.24,53.83,183.5
10/2/08,1114.28,19.38,53.58,225
10/1/08,1161.06,21.27,56.62,230
9/30/08,1166.36,22.58,57.35,205.1
9/29/08,1106.42,21.38,55.47,177.5
9/26/08,1213.27,23.54,58.32,201.5
9/25/08,1209.18,24.92,57.42,194.1
9/24/08,1185.87,25.62,57.36,189.6
9/23/08,1188.22,25.59,57.31,199.9
9/22/08,1207.09,26.8,58.81,200.1
9/19/08,1255.08,26.79,59.76,206.5
9/18/08,1206.51,25.87,58.11,166.5
9/17/08,1156.39,25.17,57,140.3
9/16/08,1213.6,26.5,61.72,157.5
9/15/08,1192.7,26.93,62.25,152.4
9/12/08,1251.7,28.67,63.3,179.6
9/11/08,1249.05,27.62,62.57,186.1
9/10/08,1232.04,27.19,61.71,186.8
9/9/08,1224.51,26.82,64.02,188.8
9/8/08,1267.79,27.54,63.91,203.2
9/5/08,1242.31,28.3,62.89,190.7
9/4/08,1236.83,28.56,63.03,183
9/3/08,1274.98,29.8,66.07,196.1
9/2/08,1277.58,30.46,65.87,191.1
8/29/08,1282.83,32.13,65.56,189.9
8/28/08,1300.68,32.4,66.34,190.8
8/27/08,1281.66,32.08,64.52,181.2
8/26/08,1271.51,31.61,63.46,178.4
8/25/08,1266.84,31.42,64.07,176.1
8/22/08,1292.2,32.28,65.55,181.4
8/21/08,1277.72,32.14,63.55,174.7
8/20/08,1274.54,31.71,63.21,174.9
8/19/08,1266.69,31.11,62.95,171.9
8/18/08,1278.6,31.11,63.64,176.2
8/15/08,1298.2,31.81,64.45,185.5
8/14/08,1292.93,31.86,64.77,180.8
8/13/08,1285.83,32.25,64.26,178.1
8/12/08,1289.59,30.96,65.93,185.4
8/11/08,1305.32,31.23,66.62,198.2
8/8/08,1296.32,31.76,67.86,193.9
8/7/08,1266.07,31.8,64.69,184.7
8/6/08,1289.19,32.17,65.4,197
8/5/08,1284.88,31.83,65.2,199.2
8/4/08,1249.01,31.04,61.36,188.3
8/1/08,1260.31,32.14,62.01,188.7
7/31/08,1267.38,33.75,61.11,186.9
7/30/08,1284.26,34.84,63.82,188.1
7/29/08,1263.2,33.36,63.21,184.5
7/28/08,1234.37,32.66,62.34,174.3
7/25/08,1257.76,31.81,63.83,188.5
7/24/08,1252.54,31.28,62.53,190.6
7/23/08,1282.19,32.73,66.72,211.2
7/22/08,1277,33.88,69.26,208.9
7/21/08,1260,33.96,68.24,196.9
7/18/08,1260.68,33.81,68.14,193.5
7/17/08,1260.32,33.74,66.92,179.7
7/16/08,1245.36,34.78,65.58,164.7
7/15/08,1214.91,34.51,63.88,145.6
7/14/08,1228.3,34.94,63.19,152.2
7/11/08,1239.49,34.64,63.28,161.9
7/10/08,1253.39,34.6,65.99,162.8
7/9/08,1244.69,31.54,65.59,164.4
7/8/08,1273.7,32.33,65.92,173.9
7/7/08,1252.31,33.39,64.29,164
7/3/08,1262.9,32.78,64.47,168.2
7/2/08,1261.52,32.11,63.9,168.4
7/1/08,1284.91,34.44,65.45,171.3
6/30/08,1280,35.62,65.72,167.6
6/27/08,1278.38,35.38,66.92,172.5
6/26/08,1283.15,35.3,68.21,176.7
6/25/08,1321.97,36.94,69.64,188.5
6/24/08,1314.29,36.89,74.79,188.5
6/23/08,1318,37.71,75.59,185.5
6/20/08,1317.93,37.34,75.83,193
6/19/08,1342.83,39.12,76.95,201.7
6/18/08,1337.81,39.1,74.65,204
6/17/08,1350.93,39.45,74.38,204.6
6/16/08,1360.14,39.7,75.02,208.3
6/13/08,1360.03,39.46,75.12,204.8
6/12/08,1339.87,37.74,74.12,198.9
6/11/08,1335.49,39.32,73.31,192.1
6/10/08,1358.44,42.72,73.67,202.6
6/9/08,1361.76,42.17,73.95,196
6/6/08,1360.68,39.22,73.16,200.6
6/5/08,1404.05,40.08,77.31,212.2
6/4/08,1377.2,38.9,78.02,210.8
6/3/08,1377.65,39.6,78.12,214.2
6/2/08,1385.67,40.63,81.15,214.6
5/30/08,1400.38,40.59,82.77,218.9
5/29/08,1398.26,40.34,82.11,220.4
5/28/08,1390.84,41.57,82.13,216
5/27/08,1385.35,40.38,82.87,216.6
5/23/08,1375.93,40.25,81.48,211.2
5/22/08,1394.35,40.8,81.41,217.2
5/21/08,1390.71,41.7,81.19,210.6
5/20/08,1413.4,43.23,85.14,221.1
5/19/08,1426.63,44.59,87.07,229.9
5/16/08,1425.35,43.15,85.17,231.2
5/15/08,1423.57,42.74,85.55,237.3
5/14/08,1408.66,42,85.69,232.5
5/13/08,1403.04,42.12,85.08,230.3
5/12/08,1403.58,41.61,84.8,236.4
5/9/08,1388.28,39.04,84.06,236.3
5/8/08,1397.68,39.65,84.76,243
5/7/08,1392.57,38.09,84.55,244.8
5/6/08,1418.26,38,86.15,258.7
5/5/08,1407.49,36.89,85.92,257.5
5/2/08,1413.9,36.11,85.69,263.9
5/1/08,1409.34,34.72,85.41,259.9
4/30/08,1385.59,34.78,84.86,252.7
4/29/08,1390.94,34.65,85.53,263.2
4/28/08,1396.37,35.74,84.98,268.1
4/25/08,1397.84,35.72,84.84,266
4/24/08,1388.82,34.85,83,257.6
4/23/08,1379.93,35.33,82.09,246.3
4/22/08,1375.94,35.7,78.56,251.2
4/21/08,1388.17,36.25,79.09,250.3
4/18/08,1390.33,36.26,78.66,251.1
4/17/08,1365.56,35.57,76.91,240.3
4/16/08,1364.71,35.97,76.67,234.4
4/15/08,1334.43,34.84,75.7,228
4/14/08,1328.32,33.93,77.22,225.1
4/11/08,1332.83,35.15,76.86,233.6
4/10/08,1360.55,36.11,78.43,237.1
4/9/08,1354.49,36.84,78.6,235.8
4/8/08,1365.54,37.18,75.02,237.6
4/7/08,1372.54,37.44,74.98,246
4/4/08,1370.4,39,75.65,240.8
4/3/08,1369.31,38.54,76.14,243.6
4/2/08,1367.53,36.43,76.85,240.2
4/1/08,1370.18,36.54,75.88,238.4
3/31/08,1322.7,36.06,74.37,214.2
3/28/08,1315.22,36.11,73.47,208.3
3/27/08,1325.76,35.38,74.22,217.9
3/26/08,1341.13,36.03,76.3,220.5
3/25/08,1352.99,35.74,75.9,234.2
3/24/08,1349.88,35.04,76.29,232.7
3/20/08,1329.51,34.68,74.8,225
3/19/08,1298.42,35.62,73.45,204.1
3/18/08,1330.74,38.6,76.53,207.1
3/17/08,1276.6,37.1,75.49,186.2
3/14/08,1288.14,38.39,76.23,197.8
3/13/08,1315.48,38.47,74.18,210.7
3/12/08,1308.77,37.79,72.45,212.1
3/11/08,1320.65,37.76,73.4,214.9
3/10/08,1273.37,35.64,74.38,196.9
3/7/08,1293.37,36.6,76.6,209.1
3/6/08,1304.34,38.37,79.51,211.7
3/5/08,1333.7,38.71,80.71,221.5
3/4/08,1326.75,38,79.62,221
3/3/08,1331.34,38.32,80.67,230.9
2/29/08,1330.63,37.14,82.79,237.1
2/28/08,1367.68,39.12,84.8,250.1
2/27/08,1380.02,39.02,83.95,257.2
2/26/08,1381.29,38.5,84.57,249.5
2/25/08,1371.8,38.85,84.66,247.4
2/22/08,1353.11,36.55,83.04,251.2
2/21/08,1342.53,36.3,82.01,250.5
2/20/08,1360.03,36.83,84,254.9
2/19/08,1348.78,36.2,85.37,253.2
2/15/08,1349.99,35.72,85.18,254.8
2/14/08,1348.86,35.36,85.22,257.4
2/13/08,1367.21,35.51,85.48,263.4
2/12/08,1348.86,33.49,83.56,262.1
2/11/08,1339.13,34.06,81.13,258.1
2/8/08,1331.29,33.76,79.33,260.3
2/7/08,1336.91,32.78,79.75,267
2/6/08,1326.45,32.41,79.91,269.2
2/5/08,1336.64,32.67,81.69,270.5
2/4/08,1380.82,34.08,82.9,292.2
2/1/08,1395.42,34.28,82.76,296.9
1/31/08,1378.55,33.09,83.18,281.7
1/30/08,1355.81,32.7,82.87,278.8
1/29/08,1362.3,32.66,80.96,279.1
1/28/08,1353.96,31.47,77.6,276.5
1/25/08,1330.61,30.69,77.03,266.4
1/24/08,1352.07,30.81,77.62,273.3
1/23/08,1338.6,29.19,76.57,263.6
1/22/08,1310.5,28.79,77.6,244
1/18/08,1325.19,29.1,78.4,244.5
1/17/08,1333.25,28.79,79.52,249.6
1/16/08,1373.2,30.63,79.87,262.4
1/15/08,1380.95,31.19,77.86,269.4
1/14/08,1416.25,32.9,81.67,290.6
1/11/08,1401.02,31.73,80.52,285.6
1/10/08,1420.33,31.44,82.36,281.1
1/9/08,1409.13,31.25,80.3,274.9
1/8/08,1390.19,31,79.91,271.4
1/7/08,1416.18,33.11,82.87,282.6
1/4/08,1411.63,34.87,85.82,282.4
1/3/08,1447.16,36.19,86.98,289.3
1/2/08,1447.16,36.13,86.62,289.2
12/31/07,1468.36,36.55,87.46,294.4
12/28/07,1478.49,36.86,88.25,292.9
12/27/07,1476.27,36.99,88.88,295.6
12/26/07,1497.66,37.41,90,304.5
12/24/07,1496.45,37.01,90.02,309.8
12/21/07,1484.46,36.35,89.07,302.4
12/20/07,1460.12,35.39,87.19,298.9
12/19/07,1453,34.49,86.62,302.1
12/18/07,1454.98,34.4,87.17,303.8
12/17/07,1445.9,33.9,87.4,307.7
12/14/07,1467.95,35.19,88.42,307
12/13/07,1488.41,36.33,88.55,310.1
12/12/07,1486.59,36.88,86.92,314.7
12/11/07,1477.65,36.13,88.7,332.3
12/10/07,1515.96,37.85,92.64,347.7
12/7/07,1504.66,36.91,93.16,343.1
12/6/07,1507.34,35.86,91.78,343.5
12/5/07,1485.01,35.61,90.7,336.9
12/4/07,1462.79,35.25,89.99,325.5
12/3/07,1472.42,35.49,91.79,330.6
11/30/07,1481.14,36.37,92.54,333
11/29/07,1469.72,36.55,93.21,322.9
11/28/07,1469.02,36.21,93.61,322.9
11/27/07,1428.23,35.04,91.73,303.2
11/26/07,1407.22,34.88,89.93,307
11/23/07,1440.7,35.15,89.54,317
11/21/07,1416.77,35.17,87.41,307.3
11/20/07,1439.7,35.38,87.86,314
11/19/07,1433.27,35.07,88.27,320
11/16/07,1458.74,36.31,89.99,340
11/15/07,1451.15,36.33,91.34,345.8
11/14/07,1470.58,36.86,92.79,360.4
11/13/07,1481.05,36.63,93.7,359
11/12/07,1439.18,35.87,92.86,335.7
11/9/07,1453.7,37.09,94.21,331
11/8/07,1474.77,37.66,96.28,329
11/7/07,1475.62,37.4,96.89,334.1
11/6/07,1520.27,38.57,97.7,350.8
11/5/07,1502.17,37.9,97.97,359
11/2/07,1509.65,38.56,97.76,377.3
11/1/07,1508.44,37.9,96.6,385.1
10/31/07,1549.38,39.59,98.59,419
10/30/07,1531.02,39.37,97.33,421.1
10/29/07,1540.98,40.43,96.99,426.9
10/26/07,1535.28,39.35,96.02,426.3
10/25/07,1514.4,38.39,96,412.3
10/24/07,1515.88,38.2,94.26,418.2
10/23/07,1519.59,38.26,94.95,424.4
10/22/07,1506.33,37.73,94.93,426.1
10/19/07,1500.63,37.44,93.9,423.6
10/18/07,1540.08,38.38,96.94,438.3
10/17/07,1541.24,37.97,95.59,446.6
10/16/07,1538.53,37.29,95.94,447.9
10/15/07,1548.71,38.21,94.83,462.4
10/12/07,1561.8,38.13,96.69,478.7
10/11/07,1554.41,38.08,96.26,483.2
10/10/07,1562.47,38.73,98.68,471.4
10/9/07,1565.15,39.72,101.45,476.2
10/8/07,1552.58,38.3,101.07,478
10/5/07,1557.59,38.79,102.25,483
10/4/07,1542.84,37.66,104.5,476.3
10/3/07,1539.59,37.64,104.72,478.9
10/2/07,1546.63,38.85,105.93,478.6
10/1/07,1547.04,39.15,106.65,477.2
9/28/07,1526.75,39.12,104.99,466.7
9/27/07,1531.38,39,105.46,468.8
9/26/07,1525.42,38.47,104.45,465.5
9/25/07,1517.21,37,104.93,463.1
9/24/07,1517.73,37.01,103.05,465.9
9/21/07,1525.75,37.4,102.59,475.1
9/20/07,1518.75,37.28,101.25,472
9/19/07,1529.03,37.28,100.02,482.7
9/18/07,1519.78,36.89,98.47,483.7
9/17/07,1476.65,35.23,98.64,460.3
9/14/07,1484.25,35.48,99.35,466.4
9/13/07,1483.95,34.42,98.95,463.6
9/12/07,1471.56,33.65,98.32,457.6
9/11/07,1471.49,34.2,97.44,460.1
9/10/07,1451.7,34.05,95.33,453
9/7/07,1453.55,34.87,94.84,454.8
9/6/07,1478.55,36.5,96.2,456.6
9/5/07,1472.29,36.48,95.84,460
9/4/07,1489.42,36.41,95.92,472.1
8/31/07,1473.99,36.53,96.7,468.8
8/30/07,1457.64,36.15,96.85,462.3
8/29/07,1463.76,36.39,96.9,469.5
8/28/07,1432.36,35.36,95.65,461.4
8/27/07,1466.79,36.98,98.54,477.9
8/24/07,1479.37,36.69,98.47,485
8/23/07,1462.5,35.77,96.74,483.5
8/22/07,1464.07,36.22,97.99,484.3
8/21/07,1447.12,34.6,96.95,480.6
8/20/07,1445.55,34.32,97.21,483.9
8/17/07,1445.94,33.29,95.93,488.1
8/16/07,1411.27,31.92,92.74,475.5
8/15/07,1406.7,33.7,95.51,456.1
8/14/07,1426.54,34.86,97.63,456.6
8/13/07,1452.92,35.54,100.05,465.4
8/10/07,1453.64,34.69,98.44,470
8/9/07,1453.09,35.44,98.3,469
8/8/07,1497.49,37.09,102.72,494.9
8/7/07,1476.71,36.61,103.22,485.9
8/6/07,1467.67,35.67,104.34,483.5
8/3/07,1433.06,36.18,104.24,457.2
8/2/07,1472.2,37.88,105.93,472.4
8/1/07,1465.81,37.95,104.53,468.5
7/31/07,1455.27,38.2,103.43,465.7
7/30/07,1473.91,38.25,105.54,471.9
7/27/07,1458.95,37.41,103.71,469.7
7/26/07,1482.66,38,103.7,478.1
7/25/07,1518.09,40.91,107.23,492.1
7/24/07,1511.04,41.25,103.8,493.1
7/23/07,1541.57,42.45,104.04,508.6
7/20/07,1534.1,43.08,103.86,507.3
7/19/07,1553.08,44.62,102.48,511.3
7/18/07,1546.17,46.45,101.82,516
7/17/07,1549.37,46.61,102.05,524.6
7/16/07,1549.52,46.77,102.07,521.9
7/13/07,1552.5,47.35,101.88,525.2
7/12/07,1547.7,45.29,100.78,528.4
7/11/07,1518.76,42.43,100.12,514.1
7/10/07,1510.12,41.66,100.25,510
7/9/07,1531.85,42.36,99.9,516
7/6/07,1530.44,41.66,98.88,517
7/5/07,1525.4,41.35,98.36,515
7/3/07,1524.87,41.5,97.65,518.6
7/2/07,1519.43,41.09,96.77,516.4
6/29/07,1503.35,40.53,96.16,512.9
6/28/07,1505.71,39.3,95.16,518.1
6/27/07,1506.34,38.97,94.65,518.1
6/26/07,1492.89,38.7,94.98,511.5
6/25/07,1497.74,39.41,95.57,516.9
6/22/07,1502.56,40,95.92,524.1
6/21/07,1522.19,40.34,97.2,536.6
6/20/07,1512.84,40.25,96.08,534.4
6/19/07,1533.7,41.58,96.92,542.6
6/18/07,1531.05,41.88,97.4,539.6
6/15/07,1532.91,41.6,98.15,539.8
6/14/07,1522.97,41.16,98.97,536.7
6/13/07,1515.67,40.48,98.47,536.8
6/12/07,1493,39.34,96.48,526
6/11/07,1509.12,39.3,97.55,534.7
6/8/07,1507.67,39.66,98.19,533.3
6/7/07,1490.72,38.93,96.84,525.2
6/6/07,1517.38,39.85,98.29,533.3
6/5/07,1530.95,40.59,99.5,539
6/4/07,1539.18,40.99,99.98,541.5
6/1/07,1536.34,41.46,99.83,545.1
5/31/07,1530.62,41.28,100.59,544.9
5/30/07,1530.23,41.24,100.55,552
5/29/07,1518.11,40.37,98.5,549.1
5/25/07,1515.73,40.9,98.25,551.2
5/24/07,1507.51,40.21,97.42,549.3
5/23/07,1522.28,40.37,95.57,550.1
5/22/07,1524.12,38.95,96.48,550.8
5/21/07,1525.1,38.99,96.9,548.4
5/18/07,1522.75,39.73,96.63,550
5/17/07,1512.75,39.15,96.79,548
5/16/07,1514.14,39.04,95.34,549.1
5/15/07,1501.19,39.29,94.34,527.9
5/14/07,1503.15,38.35,93.56,528.6
5/11/07,1505.85,38.03,93.4,531.1
5/10/07,1491.47,37.63,92.8,532
5/9/07,1512.58,38.73,94.08,541.2
5/8/07,1507.72,39.5,94.21,537.2
5/7/07,1509.48,38.63,94.56,538.8
5/4/07,1505.62,35.66,93.61,540.9
5/3/07,1502.39,35.06,93.85,539.5
5/2/07,1495.92,34.88,93.83,543
5/1/07,1486.3,34.76,93.23,542
4/30/07,1482.37,35.49,93,536.2
4/27/07,1494.07,35.99,94.02,533.7
4/26/07,1494.25,35.81,94.26,535.6
4/25/07,1495.42,35.76,94.69,538
4/24/07,1480.41,33.95,93.67,528.1
4/23/07,1480.93,34.15,93.64,531.1
4/20/07,1484.35,34.37,93.29,534.2
4/19/07,1470.73,34.33,92.99,530.9
4/18/07,1472.5,34.47,93.88,529.9
4/17/07,1471.48,34.77,90.45,525.3
4/16/07,1468.33,34.94,90.31,529.3
4/13/07,1452.85,35.12,91.03,516
4/12/07,1447.8,35.07,90.85,516.5
4/11/07,1438.87,35.08,89.97,518
4/10/07,1448.39,34.9,90.84,524
4/9/07,1444.61,34.87,90.03,515.8
4/5/07,1443.76,34.59,90.5,515.7
4/4/07,1439.37,34.5,90.27,513.6
4/3/07,1437.77,34.62,89.9,514.1
4/2/07,1424.55,33.92,88.83,510.5
3/30/07,1420.86,33.9,88.91,513.4
3/29/07,1422.53,33.68,89.76,514
3/28/07,1417.23,33.58,89.45,509.6
3/27/07,1428.61,34,90.52,510.6
3/26/07,1437.5,34.17,90.83,515.4
3/23/07,1436.11,34.19,90.98,517.2
3/22/07,1434.54,33.69,90.57,518.4
3/21/07,1435.04,33.85,90.8,520.3
3/20/07,1410.94,34.07,90.16,506.4
3/19/07,1402.06,33.96,90.32,500.6
3/16/07,1386.95,33.48,90,495.3
3/15/07,1392.28,33.88,91.04,501.3
3/14/07,1387.17,33.32,89.98,490.8
3/13/07,1377.95,32.75,89.45,487.5
3/12/07,1406.6,33.42,91.2,503.6
3/9/07,1402.84,33.2,89.51,503.3
3/8/07,1401.89,32.49,88.89,505
3/7/07,1391.97,32.39,88.71,502.2
3/6/07,1395.41,32.41,87.82,505.8
3/5/07,1374.12,31.73,87.02,492.5
3/2/07,1387.17,32.7,87.03,499.7
3/1/07,1403.17,33.25,87.85,510.8
2/28/07,1406.82,33.41,87.26,503.7
2/27/07,1399.04,33.79,87.2,506
2/26/07,1449.37,35.36,88.93,526.8
2/23/07,1451.19,35.08,90.28,537.7
2/22/07,1456.38,34.75,90.58,535.9
2/21/07,1457.63,35.15,90.96,537.5
2/20/07,1459.68,34.87,91.03,541.9
2/16/07,1455.54,34.78,90.94,541
2/15/07,1456.81,34.71,91.71,542.1
2/14/07,1455.3,34.57,89.94,541.8
2/13/07,1444.26,35,89.29,537.1
2/12/07,1433.37,32.9,89.2,534.3
2/9/07,1438.06,32.52,90,534
2/8/07,1448.31,32.64,89.52,544.4
2/7/07,1450.02,32.15,90.35,549.5
2/6/07,1448,32.85,90.98,549.5
2/5/07,1446.99,32.56,90.72,547.5
2/2/07,1448.39,32.44,90.05,546.6
2/1/07,1445.94,32.8,91.05,547.3
1/31/07,1438.24,32.3,89.56,551.3
1/30/07,1428.82,32.31,86,542.7
1/29/07,1420.62,31.8,85.5,540.6
1/26/07,1422.18,32.07,85.43,546.7
1/25/07,1423.9,31.47,86.16,539.3
1/24/07,1440.13,31.8,87.6,548.3
1/23/07,1427.99,31.57,87.36,544.9
1/22/07,1422.95,31.17,85.6,546.8
1/19/07,1430.5,31.4,88.63,545
1/18/07,1426.37,30.3,88,543.9
1/17/07,1430.62,30.53,88.83,543.9
1/16/07,1431.9,30.58,88,547.7
1/12/07,1430.73,30.79,88.13,543.8
1/11/07,1423.82,30.47,88.84,541.7
1/10/07,1414.85,30.23,89.27,541.3
1/9/07,1412.11,28.52,88,545.7
1/8/07,1412.84,28.48,88.94,550.5
1/5/07,1409.71,28.76,89.15,547.7
1/4/07,1418.34,29.11,89.53,550.6
1/3/07,1416.6,29.33,89.17,552.5
12/29/06,1418.3,30.01,88.84,557
12/28/06,1424.73,30.02,89,558.8
12/27/06,1426.84,30.02,88.88,564.1
12/26/06,1416.9,29.37,88.79,551.2
12/22/06,1410.76,29.24,88.76,545.5
12/21/06,1418.3,29.3,89.94,547.6
12/20/06,1423.53,30.04,90.1,551.6
12/19/06,1425.55,30.48,90.17,552.3
12/18/06,1422.48,30.42,89.56,554.4
12/15/06,1427.09,31.04,90.7,540.7
12/14/06,1425.49,30.76,89.93,531.1
12/13/06,1413.21,30.45,89.6,523.2
12/12/06,1411.56,30.61,90.31,522.5
12/11/06,1413.04,31.05,89.78,528.8
12/8/06,1409.84,31.11,90.13,518.5
12/7/06,1407.29,30.81,90.01,507.1
12/6/06,1412.9,30.75,90.83,507.8
12/5/06,1414.76,30.84,90.73,505.1
12/4/06,1409.12,31.18,89.58,500
12/1/06,1396.71,30.87,89.55,493.8
11/30/06,1400.63,31.17,88.53,495.9
11/29/06,1399.48,30.99,88.89,498.6
11/28/06,1386.72,30.2,87.94,495.6
11/27/06,1381.96,30.16,87.37,498.9
11/24/06,1400.95,30.71,89.77,503.1
11/22/06,1406.09,30.43,90.1,507.7
11/21/06,1402.81,29.19,91.1,506.1
11/20/06,1400.5,28.47,89.12,507.3
11/17/06,1401.2,28.27,89.52,508
11/16/06,1399.76,28.31,88.71,506.6
11/15/06,1396.57,28.55,87.08,504.7
11/14/06,1393.22,28.41,85.74,507.5
11/13/06,1384.42,28.49,85.69,506.9
11/10/06,1380.9,28.51,85.62,506.3
11/9/06,1378.33,29.01,85.11,506.1
11/8/06,1385.72,28.73,85.45,505.7
11/7/06,1382.84,28.86,84.85,504.8
11/6/06,1379.78,28.82,80.48,502.2
11/3/06,1364.3,28.49,79.97,495.9
11/2/06,1367.34,28.5,79.2,497.4
11/1/06,1367.81,28.33,80.06,500.9
10/31/06,1377.94,28.91,79.86,501.6
10/30/06,1377.93,28.26,80.22,501.2
10/27/06,1377.34,28.3,79.74,503.6
10/26/06,1389.08,27.61,79.14,508.3
10/25/06,1382.22,27.77,80.86,508.7
10/24/06,1377.38,27.71,83.59,504.7
10/23/06,1377.02,27.49,82.8,506.2
10/20/06,1368.6,27.46,81.74,499.1
10/19/06,1366.96,27.53,82.41,498.7
10/18/06,1365.8,27.38,82.74,501.9
10/17/06,1364.05,27.52,82.29,500.5
10/16/06,1369.06,27.32,82.66,501.5
10/13/06,1365.62,26.64,82.39,503.8
10/12/06,1362.83,26.6,83.64,501.8
10/11/06,1349.95,26.85,81.64,503.8
10/10/06,1353.42,28.29,82.13,508.2
10/9/06,1350.66,27.99,82.65,510.8
10/6/06,1349.59,27.74,83.68,510.5
10/5/06,1353.22,27.57,83.62,509.9
10/4/06,1350.2,27.16,83.96,510.3
10/3/06,1334.11,27.1,81.78,500.9
10/2/06,1331.32,27.62,79.97,494.9
9/29/06,1335.85,28.04,78.85,496.7
9/28/06,1338.88,27.89,79.28,499.3
9/27/06,1336.59,27.75,79.41,499.7
9/26/06,1336.35,27.67,79,502.3
9/25/06,1326.37,27.29,77.71,500.8
9/22/06,1314.78,27.49,77.25,495
9/21/06,1318.03,27.67,76.11,497.5
9/20/06,1325.18,27.66,76.19,499
9/19/06,1317.64,28.08,74.87,497
9/18/06,1321.18,28.48,75.21,495.9
9/15/06,1319.66,28.13,75.01,491.9
9/14/06,1316.28,27.86,75.01,492.9
9/13/06,1318.07,28,76.32,493
9/12/06,1313,27.4,74.26,489.9
9/11/06,1299.54,27.16,73.82,489.2
9/8/06,1298.92,28.68,72.8,487.2
9/7/06,1294.02,28.91,72.87,485.5
9/6/06,1300.26,28.79,74.44,491.3
9/5/06,1313.25,28.89,75.36,494.2
9/1/06,1311.01,29.01,75.43,493.7
8/31/06,1303.82,28.59,74.9,493.5
8/30/06,1305.37,28.46,75.02,495.2
8/29/06,1304.28,28.8,73.78,492.6
8/28/06,1301.78,28.85,74.72,491.2
8/25/06,1295.09,28.93,73.93,486.4
8/24/06,1296.06,28.67,75.24,487.2
8/23/06,1292.99,28.93,76.36,485.8
8/22/06,1298.82,29.06,76.95,484.2
8/21/06,1297.52,28.77,76.63,484.9
8/18/06,1302.3,28.43,77.62,486
8/17/06,1297.48,28.51,78.59,485.7
